Date,Open,High,Low,Close,Adj Close,Volume
2022-09-04,60.142941,60.914291,58.820389,60.900894,60.900894,404022021
2022-09-05,60.901596,61.327629,59.518284,60.416405,60.416405,450815584
2022-09-06,60.413952,62.349049,54.306274,54.313061,54.313061,671460963
2022-09-07,54.302589,58.100662,53.299686,57.415901,57.415901,623767136
2022-09-08,57.413059,58.469116,56.345573,58.003258,58.003258,539805386
2022-09-09,58.001518,61.653664,57.855316,61.232883,61.232883,610797768
2022-09-10,61.225060,64.448898,60.870651,63.431644,63.431644,611529013
2022-09-11,63.427025,64.268478,61.829754,62.243626,62.243626,467207228
2022-09-12,62.246159,62.943230,60.387188,61.362015,61.362015,527623332
2022-09-13,61.360821,67.066368,58.637890,59.102303,59.102303,1001779466
2022-09-14,59.061371,60.849468,58.701508,60.145191,60.145191,622750084
2022-09-15,60.149971,60.608158,56.193394,56.350262,56.350262,629471575
2022-09-16,56.355476,56.751133,54.940609,55.844261,55.844261,471316851
2022-09-17,55.855606,58.349216,55.855606,57.816555,57.816555,354646581
2022-09-18,57.812195,57.821388,52.837620,52.844284,52.844284,447780228
2022-09-19,52.832516,53.630905,50.428391,52.874870,52.874870,687424376
2022-09-20,52.884251,53.530235,51.177013,52.361065,52.361065,561066601
2022-09-21,52.356251,55.265606,50.691799,51.236183,51.236183,681284602
2022-09-22,51.233234,53.886658,50.807446,53.510612,53.510612,480101560
2022-09-23,53.511887,55.221016,51.896824,55.089714,55.089714,560635011
2022-09-24,55.096828,55.630455,53.438210,53.519299,53.519299,451262561
2022-09-25,53.519787,54.274868,52.555248,52.632000,52.632000,385124912
2022-09-26,52.639229,53.624149,52.223640,53.432064,53.432064,464070272
2022-09-27,53.434765,55.311691,52.032013,52.737259,52.737259,507500545
2022-09-28,52.730122,53.664368,51.357903,53.308426,53.308426,479078426
2022-09-29,53.307693,53.956154,52.447205,53.914047,53.914047,406391539
2022-09-30,53.914841,54.988789,53.031113,53.397038,53.397038,412604499
2022-10-01,53.403042,53.709396,52.705292,52.906868,52.906868,256914103
2022-10-02,52.904613,53.392735,51.911167,51.911633,51.911633,270394848
2022-10-03,51.916431,54.233017,51.773045,54.176208,54.176208,361537838
2022-10-04,54.172318,55.605537,53.989059,55.298462,55.298462,346928233
2022-10-05,55.297165,55.304989,53.485401,54.579308,54.579308,333262024
2022-10-06,54.580135,54.993561,53.464699,53.493645,53.493645,359457748
2022-10-07,53.498962,53.789028,52.475613,52.866940,52.866940,350100261
2022-10-08,52.866219,53.493820,52.565247,52.798374,52.798374,262572900
2022-10-09,52.796818,53.910038,52.747379,53.910038,53.910038,255019662
2022-10-10,53.913975,54.367195,52.755875,52.755875,52.755875,381643338
2022-10-11,52.747902,52.748379,51.549953,52.018421,52.018421,348076873
2022-10-12,52.020790,52.864552,51.875916,52.221348,52.221348,329386156
2022-10-13,52.222588,52.441425,48.871719,51.243484,51.243484,535442367
2022-10-14,51.240761,52.482601,51.032154,51.315563,51.315563,356949435
2022-10-15,51.314369,51.612221,50.442577,50.469181,50.469181,256385346
2022-10-16,50.466969,51.727512,50.456161,51.480919,51.480919,264200642
2022-10-17,51.474899,52.057629,51.158997,51.843838,51.843838,284788683
2022-10-18,51.843731,52.151360,50.901928,51.877003,51.877003,302736361
2022-10-19,51.878693,51.964622,50.946545,50.986633,50.986633,275310850
2022-10-20,50.984959,51.958187,50.721535,51.191002,51.191002,289082998
2022-10-21,51.194401,51.774086,49.966450,51.623371,51.623371,369983730
2022-10-22,51.623756,52.465622,51.431179,52.180172,52.180172,304008099
2022-10-23,52.181557,53.950367,51.944881,53.950367,53.950367,344691478
2022-10-24,53.950691,54.166924,52.263294,52.569244,52.569244,397590910
2022-10-25,52.565220,56.696671,52.392094,56.025154,56.025154,544831810
2022-10-26,56.012291,57.455090,55.775528,56.391678,56.391678,615500789
2022-10-27,56.394341,56.603626,54.724495,54.807610,54.807610,531516232
2022-10-28,54.809464,55.397671,53.736908,55.003899,55.003899,485918370
2022-10-29,55.001602,57.387974,54.776119,56.496178,56.496178,680353979
2022-10-30,56.512615,57.304680,54.908535,55.389553,55.389553,476487677
2022-10-31,55.382309,56.294716,54.229271,55.084435,55.084435,530884510
2022-11-01,55.085613,55.830040,54.635139,55.127190,55.127190,427975211
2022-11-02,55.126972,62.117073,54.834171,60.558468,60.558468,1674017428
2022-11-03,60.563324,64.290794,60.420151,61.921314,61.921314,1257411661
2022-11-04,61.918980,69.368462,61.810661,67.596596,67.596596,2151904532
2022-11-05,67.594658,71.284851,67.285049,69.721199,69.721199,1505513756
2022-11-06,69.687103,70.465843,67.891312,68.086052,68.086052,1004920656
2022-11-07,68.112007,72.610847,67.282097,67.652267,67.652267,1373144070
2022-11-08,67.643188,68.269325,56.007954,57.391804,57.391804,1854346680
2022-11-09,57.444447,59.548317,49.331955,50.658577,50.658577,1725423337
2022-11-10,50.654106,61.063343,50.265511,60.361053,60.361053,1623775451
2022-11-11,60.350395,63.743965,59.212734,61.242283,61.242283,1292495839
2022-11-12,61.258324,61.483814,58.682255,59.855553,59.855553,694111623
2022-11-13,59.861961,60.192348,56.751945,57.487175,57.487175,514877448
2022-11-14,57.473969,59.031200,53.977001,56.546200,56.546200,812582160
2022-11-15,56.540577,59.432426,56.540577,58.007263,58.007263,554300042
2022-11-16,57.999069,59.978466,56.982697,57.516422,57.516422,589292031
2022-11-17,57.518764,62.910950,57.271160,62.484116,62.484116,781698635
2022-11-18,62.486942,63.612141,61.684998,62.643764,62.643764,658083895
2022-11-19,62.635292,64.291817,61.633255,63.812397,63.812397,536167505
2022-11-20,63.814583,64.514786,60.910370,62.002327,62.002327,608805129
2022-11-21,62.002941,63.187744,59.809460,61.373489,61.373489,869131451
2022-11-22,61.363850,70.496040,61.302490,70.442795,70.442795,1313490535
2022-11-23,70.464264,81.563438,69.785896,79.000069,79.000069,2115042339
2022-11-24,78.999107,79.031052,76.008377,78.830147,78.830147,1248286495
2022-11-25,78.807121,78.857140,73.604179,74.028900,74.028900,891650503
2022-11-26,74.021461,79.247986,74.021461,76.372894,76.372894,765406705
2022-11-27,76.383530,78.890190,74.849884,75.044319,75.044319,622191865
2022-11-28,75.045197,75.280525,70.888885,74.120224,74.120224,848737350
2022-11-29,74.089272,77.374687,73.676804,75.983772,75.983772,784423812
2022-11-30,75.985970,79.786118,75.763336,79.297707,79.297707,730020088
2022-12-01,79.291130,79.948921,76.673859,77.518005,77.518005,662986878
2022-12-02,77.521957,77.957069,75.749168,77.951485,77.951485,458462393
2022-12-03,77.950829,77.951218,75.741432,76.597916,76.597916,348753640
2022-12-04,76.586929,77.219345,75.926544,77.214287,77.214287,322480996
2022-12-05,77.201431,83.823891,76.930344,80.263535,80.263535,974931920
2022-12-06,80.259926,81.643425,77.902466,79.921219,79.921219,561961413
2022-12-07,79.918640,80.219391,76.165359,77.036057,77.036057,569587946
2022-12-08,77.029510,78.544601,74.815338,78.389870,78.389870,612007545
2022-12-09,78.386414,78.567543,76.098160,76.334564,76.334564,440676994
2022-12-10,76.340836,77.322617,75.987244,76.370995,76.370995,272669009
2022-12-11,76.370842,78.261192,76.370842,76.628052,76.628052,286405662
2022-12-12,76.625244,76.625244,73.818199,76.221527,76.221527,463127138
2022-12-13,76.212524,79.517967,74.822929,77.344482,77.344482,680106244
2022-12-14,77.352959,78.963158,75.316040,75.475861,75.475861,583539478
2022-12-15,75.474091,75.474091,72.184914,72.335472,72.335472,471322636
2022-12-16,72.340218,73.458694,65.804878,66.326797,66.326797,725577784
2022-12-17,66.330742,67.534332,63.487167,64.957886,64.957886,688308693
2022-12-18,64.963646,65.639252,63.557354,64.554131,64.554131,335700601
2022-12-19,64.561241,64.830872,61.860809,63.341431,63.341431,461264127
2022-12-20,63.351200,65.954552,63.235497,65.746384,65.746384,519783204
2022-12-21,65.738136,66.653275,64.900475,65.391403,65.391403,375489125
2022-12-22,65.399422,66.514549,64.517052,66.151672,66.151672,368489876
2022-12-23,66.152802,66.596397,65.450348,65.772224,65.772224,306694378
2022-12-24,65.772232,66.012245,65.263176,65.774788,65.774788,178396939
2022-12-25,65.774750,69.363144,65.540604,69.206268,69.206268,335124962
2022-12-26,69.206825,70.834938,68.710892,70.684746,70.684746,457389047
2022-12-27,70.679482,70.844246,67.970711,68.747910,68.747910,440850738
2022-12-28,68.746948,69.215042,66.106972,66.339066,66.339066,457672812
2022-12-29,66.341637,67.169289,65.928177,66.751076,66.751076,337784432
2022-12-30,66.748352,68.330978,66.315529,67.994034,67.994034,324391932
2022-12-31,67.998230,70.887146,67.786964,69.996216,69.996216,367586009
2023-01-01,70.002823,71.328911,69.234886,70.815659,70.815659,344383885
2023-01-02,70.820496,75.755173,70.227379,74.862907,74.862907,699498243
2023-01-03,74.863411,76.157494,74.211052,75.602722,75.602722,562329324
2023-01-04,75.602333,77.644287,74.658356,75.433907,75.433907,577893231
2023-01-05,75.431168,76.171883,73.914047,74.250809,74.250809,432215597
2023-01-06,74.259392,76.265533,73.012077,75.992577,75.992577,537790219
2023-01-07,75.993446,76.602013,75.668655,76.373444,76.373444,332539243
2023-01-08,76.369080,77.682274,75.529953,77.682274,77.682274,384160222
2023-01-09,77.676666,83.288277,77.676666,81.747314,81.747314,879528523
2023-01-10,81.731117,82.596161,79.880600,80.887520,80.887520,561103552
2023-01-11,80.887657,84.414795,80.160622,84.070313,84.070313,651624972
2023-01-12,84.286324,86.039719,82.843849,85.964226,85.964226,919252860
2023-01-13,85.969009,87.583061,83.923912,86.340034,86.340034,726155927
2023-01-14,86.334831,90.645493,86.172760,87.813858,87.813858,1235692684
2023-01-15,87.814041,88.451981,85.997162,87.365532,87.365532,575262096
2023-01-16,87.364830,88.846123,85.131172,85.834312,85.834312,643419793
2023-01-17,85.849304,88.611061,85.004951,87.117424,87.117424,689233513
2023-01-18,87.124062,88.212799,82.761566,82.775330,82.775330,745330320
2023-01-19,82.767296,84.422523,82.141197,84.232269,84.232269,468877565
2023-01-20,84.230621,90.721245,83.221573,90.493225,90.493225,618138690
2023-01-21,90.499146,91.332787,88.310272,88.314651,88.314651,678058077
2023-01-22,88.314667,89.894447,86.989632,87.629974,87.629974,525923629
2023-01-23,87.630653,92.532982,87.630653,90.025925,90.025925,674337929
2023-01-24,90.011391,91.094902,86.699692,87.202881,87.202881,508764326
2023-01-25,87.218681,91.623344,85.990204,89.381012,89.381012,526831341
2023-01-26,89.367523,89.850044,87.171089,87.589455,87.589455,495312033
2023-01-27,87.591690,89.100960,86.346901,88.845810,88.845810,432915139
2023-01-28,88.850449,89.662697,87.505554,89.601936,89.601936,403642649
2023-01-29,89.601471,97.460876,89.601471,95.050056,95.050056,1052463965
2023-01-30,95.046700,95.846718,89.499718,91.262436,91.262436,767486345
2023-01-31,91.263313,95.999153,91.263313,94.308113,94.308113,786998062
2023-02-01,94.297386,101.983437,94.013306,100.443626,100.443626,1000421802
2023-02-02,100.439934,101.877731,98.495178,98.690186,98.690186,679499126
2023-02-03,98.678360,100.480568,98.039948,99.970924,99.970924,581587515
2023-02-04,99.960236,101.085121,98.526802,98.614479,98.614479,412470764
2023-02-05,98.614235,98.810410,95.215149,96.458755,96.458755,467715468
2023-02-06,96.467079,97.848999,95.409515,96.062454,96.062454,454784285
2023-02-07,96.044754,101.161926,95.979546,100.927666,100.927666,723164903
2023-02-08,100.923256,102.023720,97.430450,99.207619,99.207619,627006188
2023-02-09,99.212898,99.377930,90.920837,92.098465,92.098465,835624265
2023-02-10,92.095055,94.044289,91.370094,93.529282,93.529282,636744666
2023-02-11,93.530563,94.707855,93.039055,94.430550,94.430550,410760115
2023-02-12,94.420914,94.524567,91.603996,92.395737,92.395737,367491351
2023-02-13,92.397247,94.670494,88.849525,91.121750,91.121750,681702114
2023-02-14,91.125099,95.766182,90.535202,95.687576,95.687576,594958420
2023-02-15,95.688858,102.818573,95.180527,102.795303,102.795303,725730052
2023-02-16,102.788017,104.480171,98.912926,98.952202,98.952202,737793870
2023-02-17,98.950462,101.543976,98.672653,100.309509,100.309509,725287123
2023-02-18,100.301880,101.611130,99.222023,99.791847,99.791847,625887364
2023-02-19,99.793121,101.124489,97.305954,97.564217,97.564217,550959680
2023-02-20,97.602036,98.489075,94.903877,95.940819,95.940819,805774822
2023-02-21,95.948135,96.742409,92.478645,93.709480,93.709480,693293752
2023-02-22,93.721626,95.355377,92.111038,95.218925,95.218925,668342701
2023-02-23,95.216820,96.152885,93.748825,94.691994,94.691994,489893890
2023-02-24,94.687744,95.132828,90.825089,91.555099,91.555099,503847733
2023-02-25,91.563545,93.398376,91.151863,93.263451,93.263451,414154710
2023-02-26,93.246315,95.468826,92.918777,95.255623,95.255623,382931744
2023-02-27,95.257263,95.934364,92.990181,94.086678,94.086678,432031681
2023-02-28,94.084854,95.861084,93.389000,93.792778,93.792778,409490427
2023-03-01,93.795372,97.929253,93.795372,97.737663,97.737663,533714000
2023-03-02,97.733429,98.116287,94.284027,95.257240,95.257240,469936514
2023-03-03,95.263947,95.350250,88.111771,90.548973,90.548973,651979397
